7.0	0.030%	0.011%	2.858
6.0	0.183%	0.046%	3.969
5.0	1.342%	0.221%	6.078
4.0	11.707%	1.147%	10.207
3.0	40.301%	4.701%	8.573
2.0	59.848%	11.117%	5.383
1.0	71.109%	16.223%	4.383
